[text];[hashtagsearch];[createdata];[languagetweet];[idtweet];[idstrtweet];[source];[urlscount];[urls];[counthashtags];[dateget];[hashtags];[inreplytostatusid];[inreplytouserid];[searchresulttype];;;;;;
"	@yasAbdallah2 @falsianoguii Ele sempre diz que quase morre e nunca morre #Triste	";#Raiva;24/10/2017 18:51;pt;9,22894E+17;9,2289E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;2;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	Porra, geral falando que vai ver o jogo e eu aqui sem ter como ver #triste EChorando 	";#Triste;24/10/2017 18:48;pt;9,2289E+17;9,22887E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;10;24/10/2017 23:18;"#Chateado;";;;Recent;;;;;;
"	@letticiaAvilaa Smp nos uma pena a tua dieta abortar meu chop d hj #triste	";#Triste;24/10/2017 18:48;pt;9,22887E+17;9,22881E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;;9;24/10/2017 23:18;"#Chateado;";;;Recent;;;;;;
"	#SaiaJusta Em pleno seculo 21vivemos num mundo cheio de preconceitos, homofóbicos e racismo! #triste	";#Triste;24/10/2017 18:44;pt;9,22881E+17;9,2288E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;;1;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	só falta o Guerrero hoje #triste	";",#Triste""";24/10/2017 18:44;pt;9,2288E+17;9,2288E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;4;24/10/2017 23:18;"#chateado;#antiética;";;;Recent;;;;;;
"	- QUER UM #CONSELHO? QUANDO ESTIVER #TRISTE E COM VONTADE DE #CHORAR , NÃO FIQUE SE #LAMENTANDO EM REDES #SOCIAIS... {https}://t.co/1VNo1ApqCf	";#Triste;24/10/2017 18:35;pt;9,2288E+17;9,22875E+17;"<a href=http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>""";1;;2;24/10/2017 23:18;"#chateado;#Skiffinho;#dogs;#cachorrosdobrasil;#caopanheiro;";;;Recent;;;;;;
"	meu pai tá me mandando varios vídeos dele no nilton santos #triste	";",#Triste""";24/10/2017 18:19;pt;9,22875E+17;9,22872E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;3;24/10/2017 23:18;"#chateado;";;;Recent;;Recent;;;;
"	Hm , galero de Manaus me convidem p um rolê #Triste&amp;Soaki	";#Triste;24/10/2017 18:06;pt;9,22872E+17;9,22867E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;4;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	@yutaway @itsokjin @hunhanudes @hyojowg @markleeprecious @aceravao estou #triste	";#Triste;24/10/2017 17:41;pt;9,22867E+17;9,22867E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;7;24/10/2017 23:18;"#Chateado;";;;Recent;;;;;;
"	@biancaandreucc2 bloqueou eu também #Triste	";#Triste;24/10/2017 17:40;pt;9,22867E+17;9,22866E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;;3;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	#JornalNacional e o desespero em justificar as maldades desse governo ilegítimo que gastou milhões p/ inocentar esse criminoso!#triste #ftm	";#Triste;24/10/2017 17:37;pt;9,22866E+17;9,22859E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;1;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	Esse sou eu #triste {https}://t.co/Bt8nziiOR8	";#Triste;24/10/2017 17:18;pt;9,22859E+17;9,22857E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;;7;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	Meu remédio p dormir acabouuuu #triste	";",#Triste""";24/10/2017 17:07;pt;9,22857E+17;9,22854E+17;"<a href=https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>""";0;;2;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	@CarolRoriz_ @Delphinosss muitoo #triste	";#Triste;24/10/2017 16:47;pt;9,22854E+17;9,22852E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;4;24/10/2017 23:18;"#chateado;#bandauó;";;;Recent;;;;;;
"	queria ter participado do carat selca day, mas cheguei atrasada";",#Triste""";24/10/2017 16:46;pt;9,22852E+17;9,22851E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;7;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
#triste;#Triste;24/10/2017 16:44;pt;9,22851E+17;9,22848E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;;4;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	Me esqueceu me abandonou me trocou @victoriaisis_ #triste	";",#Triste""";24/10/2017 16:16;pt;9,22848E+17;9,22846E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;;6;24/10/2017 23:18;"#chateado;#chocado;";;;Recent;;;;;;
"	@andressa_reck @DaIsacViado @claudelinojr Tu q n é mais a msm,fica desmerecendo os amigos ";",#Triste""";24/10/2017 16:06;pt;9,22846E+17;9,22843E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;;4;24/10/2017 23:18;"#chateado;#chocado;#morta;";;;Recent;;;;;;
#triste;#Triste;24/10/2017 15:53;pt;9,22843E+17;9,22839E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;6;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	RT @carol_olive311: isso nunca vai acontecer cmg #triste {https}://t.co/2CWbcwfRMS	";#Triste;24/10/2017 15:47;pt;9,22839E+17;9,22838E+17;"<a href=http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>""";0;;2;1;"#MasterChefBR;#Chateado;";;;Recent;;;;;;
"	@FerrerAlves @DaIsacViado @claudelinojr Ai Freddy, você não é mais o mesmo :TMAs( ";#Triste;24/10/2017 15:44;pt;9,22838E+17;9,22837E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;;1;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
#triste;#Triste;24/10/2017 15:33;pt;9,22837E+17;9,22836E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";1;;6;24/10/2017 23:18;"#Chateado;";;;Recent;;;;;;
"	#triste pq o Lucas não vai colocar o nome que eu sugeri no jogo @lucasgerberDTK	";#Triste;24/10/2017 15:22;pt;9,22836E+17;9,22836E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;2;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	[16/8 20:10] clara ECoracao : eu queria o asensio";#Triste;24/10/2017 15:12;pt;9,22836E+17;9,22831E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;;6;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
[16/8 20:10] clara ECoracao : na minha vida e no futebol;#Triste;24/10/2017 14:53;pt;9,22831E+17;9,22829E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;1;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
[16/8 20:11] clara ECoracao : #triste;#Triste;24/10/2017 14:53;pt;9,22829E+17;9,22829E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;3;24/10/2017 23:18;"#chateado;#hasttag;";;;Recent;;;;;;
"	meu fone ta estragando aos pouco eu to bem #triste	";#Triste;24/10/2017 14:48;pt;9,22829E+17;9,22821E+17;9,22821E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";;6;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	Tirar do salário deles que deveria ser o certo,  não fazem... #Triste {https}://t.co/YS4XpiI4lu	";#Triste;24/10/2017 14:44;pt;pt;9,22811E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;6;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	#BOLADO #PUTO #TRISTE #CHORANDO GAME OF THORNEEEEES OQ VC FAZ COMIGOOOOO	";#Triste;24/10/2017 14:42;24/10/2017 13:42;9,22811E+17;9,22807E+17;"<a href=http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>""";0;;6;24/10/2017 23:18;"#Chateado;";;;Recent;;;;;;
"	isso nunca vai acontecer cmg #triste {https}://t.co/2CWbcwfRMS	";#Triste;24/10/2017 14:25;pt;9,22807E+17;9,22805E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;2;24/10/2017 23:18;"#chateado;";;;Recent;;;;;;
"	camilly começa a olhar greyTMAss e esquece do mundo e de mim ";",#Triste""";24/10/2017 14:17;pt;9,22805E+17;9,22802E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;3;24/10/2017 23:18;"#feliz;";;;Recent;;;;;;
#triste;#Triste;24/10/2017 14:17;pt;9,22802E+17;9,22799E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;4;24/10/2017 23:18;"#FELIZ;";;;Recent;;;;;;
"	queria tirar o gesso amanhã mas papai já cortou meu barato disse q só sábado #triste	";#Triste;",#Triste""";pt;9,22799E+17;9,22799E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;9;24/10/2017 23:18;"#Feliz;";;;Recent;;;;;;
"	Eu tava tão feliz achando que ia ter LL amanhã no the cave mas n vai #triste	";",#Triste""";24/10/2017 13:04;pt;9,22799E+17;9,22797E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;2;24/10/2017 23:18;"#feliz;";;;Recent;;;;;;
"	essa mina que tu qr e ela nao te qr";#Triste;24/10/2017 12:48;pt;9,22797E+17;9,22787E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;7;25/10/2017 20:24;"#sorte;#feliz;";;;Recent;;;;;;
ja ate sei qm é — #Triste;#Triste;24/10/2017 12:41;pt;9,22787E+17;9,22782E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;8;25/10/2017 20:24;"#Feliz;";;;Recent;;;;;;
 {https}://t.co/NBnXu2HwMc;#Triste;24/10/2017 12:27;pt;9,22782E+17;9,22776E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;6;25/10/2017 20:24;"#Feliz;";;;Recent;;;;;;
"	Nen tamanho tem ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria ELagrimaAlegria  #Triste	";#Triste;24/10/2017 12:15;pt;9,22776E+17;9,22773E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;7;25/10/2017 20:24;"#Boatarde;#sorriso;#feliz;";;;Recent;;;;;;
"	RT @jrfen_t: @Jhonsonso Mas nem nisso eu tô ganhando RT mais kkkkkkk #triste	";#Triste;24/10/2017 12:15;pt;9,22773E+17;9,22769E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;;9;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
"	@Jhonsonso Mas nem nisso eu tô ganhando RT mais kkkkkkk #triste	";#Triste;24/10/2017 12:09;pt;9,22769E+17;9,22746E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;9;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
"	#realxbarcaespn Boa noite amigos, q el clássico com cara de amistoso de pré-temporada. Chegou a dar sono na minha filha Anna Luiza #triste	";#Triste;24/10/2017 11:29;pt;9,22746E+17;9,22744E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;2;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
"	@Math_Fonsek @ParanaClube @Flamengo o estagiário ia ficar #triste kkkkk	";#Triste;24/10/2017 11:10;pt;9,22744E+17;9,23313E+17;"<a href=http://share.radionomy.com"" rel=""nofollow"">Share.Radionomy.com</a>""";1;;2;25/10/2017 20:24;"#Jobs;#acasa;#reality;#feliz;";;;Recent;;;;;;
"	@Flamengo Nenhum é meu kkkkkkkkkkkkk #triste	"; achando que tô fazendo o certo. Porra nenhuma;24/10/2017 10:43;pt;9,23313E+17;9,23313E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;5;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
"	@defsoultimate as minhas dão risada de mim falando q as filhas delas de 10 anos gostam de bts #triste	";#Triste;24/10/2017 10:32;pt;9,23313E+17;9,23313E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;;3;25/10/2017 20:24;"#happy;#feliz;#exdie;";;;Recent;;;;;;
"	#RealxBarçaNaESPN A muito tempo eu não via um time do Barcelona tão morto, sem forças,  presa fácil. #Triste	";#Triste;24/10/2017 10:16;pt;9,23313E+17;9,23313E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;2;25/10/2017 20:24;"#Feliz;";;;7,21866E+17;;;;;;
"	acho q não irei no japa #triste	";#Triste;24/10/2017 08:47;pt;9,23313E+17;9,23313E+17;"<a href=https://ifttt.com"" rel=""nofollow"">IFTTT</a>""";0;;6;25/10/2017 20:24;"#Jobs;#acasa;#reality;#feliz;";;;Recent;;;;;;
"	@SilvioHideki @matuokasaulo @_1Victor_Hugo Não dão valor ao meu sintético faço das tripa ao coração e falam isso #triste ??	";",#Triste""";24/10/2017 08:39;pt;9,23313E+17;9,23312E+17;"<a href=http://www.botize.com"" rel=""nofollow"">Botize</a>""";1;;5;25/10/2017 20:24;"#feliz;#love;#vida;";;;Recent;;;;;;
"	@SaraaSanttoss Nem me dar carona em,chatinha  #triste	";#Triste;25/10/2017 22:20;pt;9,23312E+17;9,23311E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;5;25/10/2017 20:24;"#feliz;#vida;#taiguaramotors;";;;Recent;;;;;;
"	RT @slxsxs: namoral clã?? ";#Triste;25/10/2017 22:19;pt;9,23311E+17;9,23311E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;1;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
#triste;#Triste;25/10/2017 22:18;pt;9,23311E+17;9,23311E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;4;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
"	Minha mãe só chega 21:00 #triste	";",#Triste""";25/10/2017 22:18;pt;9,23311E+17;9,23311E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;;1;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
"	Hoje tem Canta Luan e adivinha quem irá perder de novo? Ow vida #triste	";#Triste;25/10/2017 22:17;pt;9,23311E+17;9,2331E+17;"<a href=http://www.botize.com"" rel=""nofollow"">Botize</a>""";1;;4;25/10/2017 20:24;"#vamossorrir;#letssmile;#feliz;#linefriendsnyc;";;;Recent;;;;;;
"	@Juh_Fritas kkkkkkkkk me chama que eu vou uai, mas hoje eu tenho aula #triste	";#Triste;25/10/2017 22:13;pt;9,2331E+17;9,2331E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;0;25/10/2017 20:24;"#job;#TrabalhoEscravo;#fome;#feliz;";;;Recent;;;;;;
"	Gostei de um vídeo @YouTube {https}://t.co/wYdC2H2rZX] LIVE ON // CF com a -KeepCalm. // #Triste #500INSCRITOS	";#Triste;25/10/2017 22:12;pt;9,2331E+17;9,23309E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;6;25/10/2017 20:24;"#ruiva;#feliz;#MarceloJeneci;";;;Recent;;;;;;
"	RT @evegomesls: @caiojng Caio, você mora do lado dessa bodega!!!!!! Eu demoro 2h p chegar em casa EChorando EChorando  ";#Triste;25/10/2017 22:11;pt;9,23309E+17;9,23309E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;6;25/10/2017 20:24;"#APDE;#25Oct;#Feliz;";;;Recent;;;;;;
#triste;#Triste;25/10/2017 22:10;pt;9,23309E+17;9,23308E+17;"<a href=http://bufferapp.com"" rel=""nofollow"">Buffer</a>""";1;;7;25/10/2017 20:24;"#feliz;#bomdia;#bomdiabomdia;#bomdiadia;";;;Recent;;;;;;
"	@caiojng Caio, você mora do lado dessa bodega!!!!!! Eu demoro 2h p chegar em casa EChorando EChorando  ";#Triste;25/10/2017 22:09;pt;9,23308E+17;9,23308E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;2;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
#triste;",#Triste""";25/10/2017 22:08;pt;9,23308E+17;9,23307E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";1;;8;25/10/2017 20:24;"#feliz;#behappy;#happy;#crianca;#cachorro;#s;";;;Recent;;;;;;
"	eu n fui pra academia nenhum dia dessa semana #triste	";#Triste;25/10/2017 22:06;pt;9,23307E+17;9,23307E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";1;;2;25/10/2017 20:24;"#Feliz;#Meaxando;";;;Recent;;;;;;
"	#VamosSalvarAFAETEC educação é um direito nosso, é inacreditável o que estão fazendo com essa instituição! Foi tão bom estudar aí #triste	";#Triste;25/10/2017 22:04;pt;9,23307E+17;9,23306E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;2;25/10/2017 20:24;"#SERVIÇO;#ingraçado;#feliz;";;;Recent;;;;;;
"	Ms crentes preferem crer num evangelho misturado ou pervertido (galata 1:6-8) do que crer no Evangelho exatamente como está escrito. #triste	";",#Triste""";25/10/2017 22:01;pt;9,23306E+17;9,23306E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;6;25/10/2017 20:24;"#10fatossobrequemtem30oumais;#trintaeuns;#feliz;";;;Recent;;;;;;
"	Aiai...fikar sozinho no interior e não conseguir muitos esquemas kkk o tempo num ajuda tb....#triste msm	";#Triste;25/10/2017 22:00;pt;9,23306E+17;9,23305E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;2;25/10/2017 20:24;"#RealizandoSonhos;#Vida;#Feliz;";;;Recent;;;;;;
"	RT @feelsytles: hj de manha eu tava #triste	";",#Triste""";25/10/2017 21:59;pt;9,23305E+17;9,23305E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;6;25/10/2017 20:24;"#Feliz;";;;Recent;;;;;;
"	hj de manha eu tava #triste	";#Triste;25/10/2017 21:56;pt;9,23305E+17;9,23304E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;7;25/10/2017 20:24;"#feliz;#metaAlcançada;#capitalismoSANGUESSUGA;";;;Recent;;;;;;
"	pq os óculos da @ahickmann são tão lindos e tão caros pa eu q sou pobre ???? #triste	";#Triste;25/10/2017 21:53;pt;9,23304E+17;9,23304E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;4;25/10/2017 20:24;"#Feliz;";;;Recent;Recent;;;;;
"	Meu @duquedecaxias só perde pqp #Triste	";",#Triste""";25/10/2017 21:52;pt;9,23304E+17;9,23304E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;3;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
"	Eu queria ter uma GayBand pra adorar. ";",#Triste""";25/10/2017 21:51;pt;9,23304E+17;9,23303E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";1;;5;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
#Triste;#Triste;25/10/2017 21:45;pt;9,23303E+17;9,23303E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;1;25/10/2017 20:24;"#Feliz;#happy;#tksGod;";;;Recent;;;;;;
"	@leticia_ramos7 Kkkkkkkkkkkkkkk ai amg, #triste	";#Triste;25/10/2017 21:45;pt;9,23303E+17;9,23303E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";0;;4;25/10/2017 20:24;"#vender;#Tranquilo;#Mercado;#Feliz;#Certificado;#Segurança;#ssl;";;;Recent;;;;;;
"	@Koreaboo Engraçado SM dizer que o verão é ideal para promover os Girlgroups e esquecer do f(x).. #triste	";",#Triste""";25/10/2017 21:45;pt;9,23303E+17;9,23303E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;1;25/10/2017 20:24;"#FELIZ;#BOANOITE;";;;Recent;;;;;;
"	Eu sei que se eu te obedecer";#Triste;25/10/2017 21:41;pt;9,23303E+17;9,23302E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;"https://t.co/eU2Pmce00E;";25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
E se tua voz eu ouvir;#Triste;25/10/2017 21:41;pt;9,23302E+17;9,23302E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;1;25/10/2017 20:24;"#feliz;";;;Recent;;;;;;
E seus mandamentos guardar;#Triste;25/10/2017 21:39;pt;9,23302E+17;9,23302E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;6;25/10/2017 20:24;"#INVEJA;";;;Recent;;;;;;
Bendito por onde eu passar;#Triste;25/10/2017 21:38;pt;9,23302E+17;9,23301E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";1;;1;25/10/2017 20:24;"#INVEJA;";;;Recent;;;;;;
#TristeECoracaoPartido EChorando ;#Triste;25/10/2017 21:38;pt;9,23301E+17;9,233E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;3;25/10/2017 20:24;"#inveja;";;;Recent;;;;;;
"	Gostei de um vídeo @YouTube {https}://t.co/3jrA8YYE0l] LIVE ON // CF com a -KeepCalm. // #Triste #500INSCRITOS	";#Triste;25/10/2017 21:37;pt;9,233E+17;9,23298E+17;"<a href=http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>""";0;;4;25/10/2017 20:24;"#inveja;";;;Recent;;;;;;
"	#TRISTE porque não vou no Rock in Rio #RockinRio2017 {https}://t.co/ny6DtLNBEh	";#Triste;25/10/2017 21:36;pt;9,23298E+17;9,23297E+17;"<a href=http://www.botize.com"" rel=""nofollow"">Botize</a>""";1;;7;25/10/2017 20:24;"https://t.co/YlOcEK7Uj3;";;;Recent;;;;;;
"	Não vamos deixar, o mal nos vencer, meu amor..";#Triste;25/10/2017 21:35;pt;9,23297E+17;9,23296E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";0;;9;25/10/2017 20:24;"#Inveja;";;;Recent;;;;;;
#Triste;#Triste;25/10/2017 21:33;pt;9,23296E+17;9,23296E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;6;25/10/2017 20:24;"#Inveja;";;;Recent;;;;;;
"	Era visível que havia acontecido um erro, mas ganhar vantagem em cima é lei pra brasileiro. ";#Triste;25/10/2017 21:30;pt;9,23296E+17;9,23295E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;3;25/10/2017 20:24;"#inveja;";;;Recent;;;;;;
#triste {https}://t.co/ESqoLNaam7;#Triste;25/10/2017 21:29;pt;9,23295E+17;9,23295E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;4;25/10/2017 20:24;"#nyuiorque;#Morra;#inveja;";;;Recent;;;;;;
"	eu estou muito chateada ele joga c/amor pelo SPFC só q os empresários querem dinheiro, tudo q ele já mostrou não te… {https}://t.co/gFdd6R1rq3	";#Triste;25/10/2017 21:18;pt;9,23295E+17;9,23293E+17;"<a href=http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>""";1;;3;25/10/2017 20:24;"#CursoDoWhinderssonNunes;#Polemica;#Inveja;#Curso;#ebommesmo;";;;Recent;;;;;;
"	@Danielmartinsm @henriquemmarley sai Daniel, nunca sou convidado para suas panelas #Triste	";#Triste;25/10/2017 21:13;pt;9,23293E+17;9,23291E+17;"<a href=http://www.mywebsite.com"" rel=""nofollow""> Ethereal Heart</a>""";1;;8;25/10/2017 20:24;"#Esporte;#Jornalista;#assume;#torcedor;#Flamengo;#admite;#inveja;#Botafogo;";;;Recent;;;;;;
"	É muito luva pra pouco dinheiro !! #triste #patrocínio #meajudem	";#Triste;25/10/2017 21:11;pt;9,23291E+17;9,23291E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;3;25/10/2017 20:24;"#inveja;";;;Recent;;;;;;
"	minha mãe vai me fazer andar nesse tempo #triste	"; ñ sei. ??;25/10/2017 21:10;pt;9,23291E+17;9,23287E+17;"<a href=https://postcron.com"" rel=""nofollow"">Postcron App</a>""";1;;9;25/10/2017 20:24;"#inveja;";;;Recent;;;;;;
"	Queria poder ficar um dia em casa sem ter que ir no centro.  #triste	";#Triste;25/10/2017 21:08;pt;9,23287E+17;9,23287E+17;"<a href=https://postcron.com"" rel=""nofollow"">Postcron App</a>""";1;;4;25/10/2017 20:24;"#inveja;";;;Recent;;;;;;
"	#triste pq n vai ver o top 5 da hot 10p {https}://t.co/882oXJAY6C	";",#Triste""";25/10/2017 21:06;pt;9,23287E+17;9,23287E+17;"<a href=http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>""";1;;5;25/10/2017 20:24;"#Ironia;#ForaTemer;";;;Recent;;;;;;
"	RT @crvgeira: eu com 26 anos já não tenho mais nenhum amigo. #triste {https}://t.co/mnCjONjcz7	";#Triste;25/10/2017 20:59;pt;9,23287E+17;9,23286E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;9;25/10/2017 20:24;"#sqn;#ironia;#começandoodiabem;#vamosquevamos;#Deusemas;";;;Recent;;;;;;
"	eu com 26 anos já não tenho mais nenhum amigo. #triste {https}://t.co/mnCjONjcz7	";#Triste;25/10/2017 20:52;pt;9,23286E+17;9,23286E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;3;25/10/2017 20:24;"#ironia;";;;Recent;;;;;;
"	Estou no filme The Wall no Brasil?Querem nos fazer todos iguais,dentro de um moinho?Quanta intolerância!#liberdade #livrearbítrio #Paz #amor	";",#Triste""";25/10/2017 20:51;pt;9,23286E+17;9,23282E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;7;25/10/2017 20:24;"#ironia;";;;Recent;;;;;;
"	Amor e Cumplicidade! ????";",#Triste""";25/10/2017 20:34;pt;9,23282E+17;9,23281E+17;"<a href=http://instagram.com"" rel=""nofollow"">Instagram</a>""";1;;1;25/10/2017 20:24;"#Ironia;";;;Recent;;;;;;
